Date,Bollinger_Upper,SMA_7,High,SMA_30,Low,Open,Bollinger_Lower,Close,Rolling_Mean,EMA_12,EMA_26,WMA,Adj Close,SMA_14
2010-05-17,1415.2285683858036,1302.8771624285714,1327.459717,1306.1548257,1266.003296,1327.459717,1226.1704916141966,1327.459717,1320.69953,1319.7740555171697,1316.6956781293497,1314.498011472727,845.84137,1330.0935929999998
2010-05-18,1417.1319446843688,1306.3889510000001,1376.624878,1307.3839557666665,1327.459717,1364.333618,1235.329285715631,1364.333618,1326.2306151999999,1326.662218791637,1320.5530638535533,1321.4258301454545,869.337158,1332.7274431428573
2010-05-19,1416.5401323493415,1315.1684397142856,1364.333618,1309.4325031333333,1278.294556,1290.585815,1237.1502239506585,1290.585815,1326.84517815,1321.0895177804657,1318.143152296599,1315.8388693818183,822.345825,1337.1171875
2010-05-20,1417.1883193648648,1318.6802281428572,1290.585815,1309.0227903999998,1229.129395,1278.294556,1232.8146468351354,1278.294556,1325.0014831,1314.4831225565574,1314.958802626334,1310.0284379818181,814.514038,1336.2392316428572
2010-05-21,1422.361605496144,1309.9007394285713,1241.420654,1308.6130817666667,1198.401123,1229.129395,1219.0374545038562,1229.129395,1320.69953,1301.313735326043,1308.139873580363,1295.725843509091,783.186646,1330.0935843571428
2010-05-24,1426.448601376859,1302.877145,1266.003296,1308.2033731333331,1222.983765,1229.129395,1207.575678423141,1229.129395,1317.0121399,1290.181239694323,1301.8962406700862,1282.7641181636363,783.186646,1316.0463955
2010-05-25,1434.5873321462482,1292.3417447142856,1222.983765,1307.7936645,1155.381592,1192.255493,1189.6039154537516,1192.255493,1312.0956237999999,1275.0845147995735,1293.274782345424,1263.7684815636362,759.690979,1302.8771537857142
2010-05-26,1434.8511602507797,1273.0268555714285,1253.711914,1304.1062743666666,1192.255493,1253.711914,1184.4235590492203,1253.711914,1309.63735965,1271.7906576330324,1290.1779279015796,1258.6284757636363,798.850159,1287.9520089999999
2010-05-27,1435.439689663451,1262.4914551428571,1253.711914,1302.877144333333,1198.401123,1241.420654,1177.6893753365491,1241.420654,1306.5645325,1267.1114199266303,1286.3773376913161,1251.7006525454544,791.018433,1284.4402030714286
2010-05-31,1430.1870578770781,1244.9324602857141,1315.168457,1301.2383056333333,1241.420654,1315.168457,1178.0254910229219,1315.168457,1304.10627445,1274.5140862616013,1288.6129190941022,1259.2989124727271,838.009766,1280.05045
2010-06-01,1409.3247452976973,1248.4442662857143,1302.877197,1302.0577270333333,1253.711914,1266.003296,1182.9091293023027,1266.003296,1296.1169373,1273.2033441533722,1286.863572903987,1258.1815296727273,806.682251,1283.5622472142857
2010-06-02,1388.7775894822785,1246.688372,1302.877197,1302.4674397666668,1266.003296,1290.585815,1191.1649887177214,1290.585815,1289.9712891,1275.8799718122264,1287.1506227044988,1262.6510852545455,822.345825,1278.294555714286
2010-06-03,1374.3036607066977,1255.4678605714284,1352.042358,1303.6965698,1315.168457,1339.750977,1199.4932631933023,1339.750977,1286.89846195,1285.7137455039374,1291.1947199510419,1277.4006303454546,853.673401,1279.1725027857142
2010-06-04,1383.8249939051248,1271.2709437142855,1401.20752,1305.7451171666664,1327.459717,1364.333618,1196.1175720948754,1364.333618,1289.971283,1297.8168849355584,1296.802138106211,1295.7258344909092,869.337158,1281.8063442142854
2010-06-07,1383.8249939051245,1295.853533,1339.750977,1307.3839558666666,1290.585815,1302.877197,1196.1175720948752,1302.877197,1289.9712829999999,1298.5958178538908,1297.2666960852162,1301.3127973272726,830.177856,1284.4401942857144
2010-06-08,1387.6152014367995,1302.8771448571429,1339.750977,1306.9742472,1302.877197,1327.459717,1198.4730066632005,1327.459717,1293.04410405,1303.0384609218347,1299.5700296310742,1310.0284401272725,845.84137,1282.6842999999997
2010-06-09,1387.6152014367995,1315.1684395714285,1352.042358,1307.7936645333332,1315.168457,1339.750977,1198.4730066632005,1339.750977,1293.04410405,1308.6887391323887,1302.6285435270058,1319.1910334363638,853.673401,1280.0504499285714
2010-06-10,1388.6760286845183,1318.6802281428572,1327.459717,1309.4325032666666,1290.585815,1302.877197,1199.8704435154818,1302.877197,1294.2732361,1307.7943612248691,1302.6474320428126,1318.9675670363636,845.712463,1283.5622472142857
2010-06-11,1392.6436352496166,1323.9479282857142,1339.750977,1309.4325032666666,1315.168457,1339.750977,1199.5902149503836,1339.750977,1296.1169251000001,1312.7121338574673,1305.4606218973483,1324.5545100363636,869.647583,1285.3181501428571
2010-06-14,1394.2498356810622,1330.9715228571426,1352.042358,1310.6616292666665,1327.459717,1339.750977,1199.2131405189377,1339.750977,1296.7314881,1316.8729368224415,1308.0559845209293,1328.3536289818182,869.647583,1293.2196917142858
2010-06-15,1399.8611495836644,1330.9715228571426,1364.333618,1309.8422079,1327.459717,1364.333618,1197.289216716335,1364.333618,1298.5751831499997,1324.176036958681,1312.308653791119,1336.1753641090909,885.604248,1301.1212332857142
2010-06-16,1402.288628263031,1330.9715228571429,1413.498779,1307.7936605333334,1376.624878,1376.624878,1196.0908640369692,1376.624878,1299.18974615,1332.2464516902053,1317.1615267202326,1344.4440497454548,893.582825,1313.4125279285715
2010-06-17,1420.251107274459,1341.5069058571428,1438.081421,1306.5645304999998,1376.624878,1413.498779,1190.4196814255408,1413.498779,1305.33539435,1344.7485953993362,1324.420480753168,1357.8527344181816,917.518066,1322.1920253571427
2010-06-18,1448.3629663520655,1353.7982004285714,1499.537842,1306.9742391333334,1425.790039,1462.66394,1180.7447607479344,1462.66394,1314.55386355,1362.8916103163845,1334.8237747063074,1378.8596701454546,949.43158,1334.4833199999998
2010-06-21,1463.2817531505787,1371.357195142857,1474.9552,1312.3004638999998,1413.498779,1438.081421,1186.721176549421,1438.081421,1325.0014648499998,1374.4604565491757,1342.5851130170167,1393.6092329272728,933.474792,1345.0187116428572
2010-06-22,1470.1514558781437,1390.6720842857142,1450.372681,1316.8072713666666,1401.20752,1413.498779,1198.288412221856,1413.498779,1334.21993405,1380.46687204111,1347.90951578974,1401.430965818182,917.518066,1357.310006285714
2010-06-23,1464.2909479772825,1401.2074845714287,1413.498779,1321.7237874666666,1364.333618,1388.91626,1223.8149968227176,1388.91626,1344.0529724,1381.7668730631235,1350.9853176244555,1403.2188032181816,901.561035,1366.0895037142857
2010-06-24,1470.2739722253182,1408.2310964285716,1450.372681,1323.3626302333332,1376.624878,1425.790039,1235.0397850746813,1425.790039,1352.6568786499997,1388.5400874425923,1356.5909808319768,1410.8170498363634,925.496399,1369.6013096428571
2010-06-25,1481.822168306755,1417.0105851428573,1499.537842,1328.2791463333333,1413.498779,1474.9552,1246.845043593245,1474.9552,1364.33360595,1401.8354171067726,1365.4532247780091,1425.1196376909093,957.409912,1373.9910539999998
2010-06-28,1503.1102644599011,1431.057774,1499.537842,1334.0150797666668,1462.66394,1499.537842,1243.9938859400988,1499.537842,1373.5520752,1416.8672261606232,1375.4844859190237,1441.4335382181819,973.366821,1386.2823399285714
2010-06-29,1506.1999216426198,1443.3490687142857,1487.246582,1339.7510172666666,1425.790039,1450.372681,1259.3411672573802,1450.372681,1382.77054445,1422.022104996824,1381.0829537511252,1445.9031028363636,941.45343,1398.5736345714286
2010-06-30,1513.9603095908033,1441.5931745714286,1487.246582,1343.8481160666668,1425.790039,1474.9552,1270.0177178091967,1474.9552,1391.9890137,1430.1659167086789,1388.095831178311,1453.2778697636365,957.409912,1406.475184857143
2010-07-01,1517.9344489942343,1446.8608572857142,1487.246582,1347.5355021333332,1425.790039,1438.081421,1275.8766228057655,1438.081421,1396.9055359,1431.3837193250445,1391.827724653474,1452.1604892,933.474792,1418.7664707857143
2010-07-02,1519.6017464492436,1450.3726632857142,1474.9552,1352.4520223333334,1388.91626,1413.498779,1279.1258414507563,1413.498779,1399.36379395,1428.6321274778468,1393.4447258270145,1446.1265802363637,917.518066,1425.7900739285712
