Date,Bollinger_Upper,SMA_7,High,SMA_30,Low,Open,Bollinger_Lower,Close,Rolling_Mean,EMA_12,EMA_26,WMA,Adj Close,SMA_14
2010-06-03,1204.9998017640307,1146.0668072857143,1196.852661,1154.5875324,1173.152588,1173.152588,1079.6852200359692,1173.152588,1142.3425109,1153.0259087235077,1149.2398704248317,1154.1925448181817,805.329468,1146.9132427857144
2010-06-04,1206.8126879528222,1152.8382568571428,1185.002563,1156.1675372999998,1161.302612,1161.302612,1081.4273509471777,1161.302612,1144.12001945,1154.3000661420988,1150.1646975402803,1158.0707452181816,797.194702,1147.7596696428573
2010-06-07,1205.4956968234803,1162.9954309999998,1149.452515,1156.1675372999998,1113.902466,1125.752441,1085.11434937652,1125.752441,1145.3050231000002,1149.905735381424,1148.2978994137795,1154.6234573272727,772.790955,1146.066816
2010-06-08,1203.9002495515497,1161.3025598571428,1149.452515,1153.4025307666668,1125.752441,1137.602539,1090.2648137484503,1137.602539,1147.08253165,1148.0120650272975,1147.4819829642254,1152.6843682,780.925537,1143.5275180714286
2010-06-09,1203.4506552849125,1159.609706142857,1161.302612,1151.8225299666667,1125.752441,1137.602539,1089.5294104150876,1137.602539,1146.49003285,1146.4099760293927,1146.7299743972987,1150.5298227454543,796.686584,1140.1418020714286
2010-06-10,1204.0037455978356,1152.838274142857,1149.452515,1150.2425291666666,1113.902466,1113.902466,1086.6063128021644,1113.902466,1145.3050292,1141.4071733074227,1144.2362915068522,1143.2043522727272,780.088928,1140.1418020714286
2010-06-11,1202.7314684325584,1144.3739709999998,1149.452515,1148.6625243,1113.902466,1113.902466,1083.1385753674417,1113.902466,1142.9350219,1137.1745005545924,1141.9363816124312,1136.3097922181817,780.088928,1140.1418020714286
2010-06-14,1197.0626723530343,1137.6025215714285,1137.602539,1147.4775226666668,1113.902466,1113.902466,1081.6973617469655,1113.902466,1139.3800170499999,1133.5933432593156,1139.8145553275963,1130.0615966909088,780.088928,1141.8346644285714
2010-06-15,1195.4301619703094,1129.1382184285715,1137.602539,1145.1075194333332,1102.052368,1102.052368,1077.4048477296903,1102.052368,1136.41750485,1128.7399173286665,1136.9610221618327,1122.9515669272726,771.790222,1140.9882376428573
2010-06-16,1187.9759786626735,1120.673897857143,1149.452515,1140.7625080333335,1125.752441,1125.752441,1078.9340188373264,1125.752441,1133.45499875,1128.2802279915093,1136.115297451418,1121.443372618182,788.387878,1141.8346644285714
2010-06-17,1187.9759786626735,1120.6738978571427,1149.452515,1138.7875039666665,1137.602539,1137.602539,1078.9340188373264,1137.602539,1133.45499875,1129.7146345591511,1136.2273602078444,1122.7361083272729,796.686584,1140.9882288571428
2010-06-18,1189.3862406938858,1120.6738978571427,1161.302612,1137.2075031666668,1137.602539,1149.452515,1081.078761706114,1149.452515,1135.2325012,1132.7515985817897,1137.2225984175084,1126.8297496545454,804.985535,1140.1418019999999
2010-06-21,1188.308457392204,1122.3667515714285,1173.152588,1137.997505633333,1137.602539,1149.452515,1088.081557207796,1149.452515,1138.1950073,1135.3212331138138,1138.1418574120287,1131.138847290909,804.985535,1137.602512857143
2010-06-22,1188.5606020591626,1127.44533,1161.302612,1139.5775105333335,1137.602539,1137.602539,1089.0144223408374,1137.602539,1138.7875122,1135.6722336219398,1138.1013638286188,1132.8624934,796.686584,1135.9096505
2010-06-23,1185.3961401929619,1130.8310547142858,1149.452515,1140.7625162333331,1125.752441,1137.602539,1096.9188988070382,1137.602539,1141.1575195,1135.9692254249537,1138.0639483655623,1134.5861395090908,796.686584,1134.2167881428572
2010-06-24,1185.8513707336058,1134.2167794285715,1149.452515,1140.3675170333333,1113.902466,1113.902466,1094.0936609663943,1113.902466,1139.97251585,1132.5741290236706,1136.253352319681,1132.0006814363635,780.088928,1131.6774989285714
2010-06-25,1185.266551592078,1135.9096505714285,1137.602539,1139.5775146,1102.052368,1113.902466,1091.1234752079217,1113.902466,1138.1950133999999,1129.7014148891692,1134.5798820060395,1129.4152233636364,780.088928,1128.2917742142856
2010-06-28,1178.4633768308852,1134.216797,1149.452515,1137.9975097333333,1113.902466,1149.452515,1094.371645169115,1149.452515,1136.417511,1132.7401804652943,1135.6925470418048,1133.2934105636364,804.985535,1127.4453474285713
2010-06-29,1172.8697843355633,1135.9096507142856,1149.452515,1136.8125081333333,1102.052368,1113.902466,1094.0402254644366,1113.902466,1133.4550049,1129.84196176971,1134.0635711045488,1130.0615879636364,780.088928,1128.2917742857142
2010-06-30,1169.1257426380328,1130.8310722857143,1137.602539,1135.2325032666668,1090.202393,1113.902466,1093.0442525619671,1113.902466,1131.0849976,1127.3896537699106,1132.5574032589434,1126.6143090363635,780.088928,1126.5989119285714
2010-07-01,1162.1532711281507,1125.7524938571428,1113.902466,1132.8625000333334,1090.202393,1102.052368,1092.9067020718494,1102.052368,1127.5299866,1123.4915050523323,1130.279916038155,1121.2279209272726,771.790222,1126.5989119285714
2010-07-02,1158.5982509372295,1120.673898,1113.902466,1131.6774943333332,1078.352417,1090.202393,1089.3517003627705,1090.202393,1123.97497565,1118.3699867436924,1127.2895030776672,1114.3333586545455,763.491272,1125.752476357143
2010-07-05,1158.7534617617823,1113.9024485714285,1113.902466,1130.8874919,1090.202393,1102.052368,1086.8264822382177,1102.052368,1122.789972,1115.8595355587922,1125.4074356485817,1110.6706122363637,771.790222,1124.059614
2010-07-06,1158.7534617617823,1112.2095774285715,1137.602539,1131.2824910666666,1090.202393,1137.602539,1086.8264822382177,1137.602539,1122.789972,1119.2046674702299,1126.3164337539897,1114.3333541272727,796.686584,1124.059614
2010-07-07,1160.7370387354367,1115.595302142857,1149.452515,1131.6774943333335,1137.602539,1149.452515,1086.0279028645632,1149.452515,1123.3824708,1123.8582465798834,1128.0401504087538,1120.150637109091,804.985535,1124.9060495714286
2010-07-08,1173.0092317516178,1115.595302142857,1185.002563,1133.6524984,1149.452515,1185.002563,1080.865719548382,1185.002563,1126.93747565,1133.2651741391046,1132.2822224490897,1132.2161110727272,829.881897,1125.7524764285715
2010-07-09,1194.01236213109,1125.7524588571428,1220.552734,1135.2324992000001,1173.152588,1220.552734,1070.5276159689101,1220.552734,1132.26998905,1146.694161950881,1138.8532422335988,1149.4525234545456,854.778442,1128.2917655714286
2010-07-12,1225.803974470703,1140.9882114285715,1279.802856,1137.6025065,1220.552734,1267.952759,1054.1410329292971,1267.952759,1139.9725037,1165.349486416015,1148.4601153833473,1173.368026418182,887.973755,1133.3703526428571
2010-07-13,1245.9283759025222,1164.6882672857143,1279.802856,1140.3675130333331,1244.252686,1256.102783,1049.421672997478,1256.102783,1147.6750244500001,1179.3116306392888,1156.467562537753,1192.9744383999998,879.674927,1142.681082642857
2010-07-14,1266.0743856874149,1188.388323,1279.802856,1143.1325195333334,1244.252686,1267.952759,1043.4956950125854,1267.952759,1154.7850403500001,1192.948808794944,1164.7582399289079,1212.1499311636364,887.973755,1151.1453857857143
2010-07-15,1280.4450173799066,1212.0883788571427,1267.952759,1146.6875244333335,1208.702637,1256.102783,1040.9750877200934,1256.102783,1160.71005255,1202.664853950163,1171.549162466847,1226.369968418182,879.674927,1162.148978142857
2010-07-16,1317.4046717827089,1229.016985142857,1350.902954,1149.4525309333335,1244.252686,1350.902954,1024.1604772172911,1350.902954,1170.7825745,1225.4708130623978,1184.8794495118543,1255.0254837636364,946.065247,1172.3061436428573
2010-07-19,1347.6041691432576,1257.7956192857143,1374.603027,1155.7725423333334,1303.502808,1350.902954,1014.1060237567419,1350.902954,1180.8550964499998,1244.768135369259,1197.2158937001727,1278.940988909091,946.065247,1186.6954607142857
2010-07-20,1376.078521538134,1281.495675142857,1362.753052,1163.2775594333332,1339.052979,1362.753052,1008.1467226618659,1362.753052,1192.1126221,1262.9197166033453,1209.5133549204263,1300.4865012181817,954.364258,1203.6240670000002
2010-07-21,1397.8347544513665,1301.810006285714,1386.453003,1170.7825765333332,1339.052979,1350.902954,1007.7205312486334,1350.902954,1202.77764285,1276.4556343619145,1220.0146880502984,1315.7838045636363,946.065247,1221.3991088571431
2010-07-22,1425.7593298813035,1313.660034142857,1398.303101,1177.8925903666668,1315.352905,1398.303101,1008.2360193186964,1398.303101,1216.9976746,1295.2014395705155,1233.2539569905382,1336.0365811999998,979.260803,1239.1741507142856
2010-07-23,1446.5121518495707,1333.9743652857142,1422.003174,1187.3726115333334,1374.603027,1386.453003,1014.7382510504294,1386.453003,1230.62520145,1309.2401676876298,1244.6280624589049,1350.2566029636364,970.961914,1261.1813441428571
2010-07-26,1461.3275413257948,1350.9029715714285,1410.153076,1196.4576294333335,1362.753052,1362.753052,1021.2529152742048,1362.753052,1241.2902282999999,1317.4729320471404,1253.396640958846,1357.1511741999998,954.364258,1281.4956752142857
2010-07-27,1479.8868601074596,1366.1387242857143,1410.153076,1204.7526489666668,1374.603027,1410.153076,1032.3186574925408,1410.153076,1256.1027588000002,1331.7314346761168,1265.0310542392904,1370.940289927273,987.559692,1297.5778547142856
2010-07-28,1496.490839721709,1374.6030274285715,1433.853149,1215.0226725666664,1398.303101,1422.003174,1046.524748678291,1422.003174,1271.5077942,1345.6194101850224,1276.6797793863807,1384.083054509091,995.858459,1316.199323357143
2010-07-29,1514.0686898395197,1384.7602017142856,1457.553223,1224.897697,1410.153076,1457.553223,1064.49698406048,1457.553223,1289.2828369499998,1362.840013153039,1290.1003858263914,1400.8885477272727,1020.754883,1333.1279384285715
2010-07-30,1519.4017320517532,1398.3030832857144,1469.403198,1235.5627198,1422.003174,1433.853149,1093.529017448247,1433.853149,1306.4653747500001,1373.765119769308,1300.7653484339144,1409.7222013090911,1004.157166,1350.056544785714
2010-08-02,1518.1102175067801,1410.1531111428571,1445.703125,1245.0427409333336,1398.303101,1422.003174,1126.8156125932198,1422.003174,1322.46291505,1381.1863639361268,1309.7588972664485,1414.893128618182,995.858459,1361.9065726428573
2010-08-03,1511.8055962959686,1413.5388358571429,1445.703125,1254.1277628999999,1362.753052,1386.453003,1158.0052802040316,1386.453003,1334.90543825,1381.9966165667417,1315.4475377956499,1412.3076572000002,970.961914,1373.7566005714284
2010-08-04,1504.5600820802456,1413.5388358571429,1410.153076,1262.4227783666668,1374.603027,1410.153076,1191.3208505197545,1410.153076,1347.9404663,1386.32838166878,1322.471446694417,1413.6003817636363,987.559692,1382.2209037142857
2010-08-05,1499.4473349875977,1420.310267857143,1433.853149,1271.5077962666667,1398.303101,1422.003174,1220.1336587124026,1422.003174,1359.7904968500002,1391.8168135227884,1329.8526168079754,1415.9703946545453,995.858459,1393.2244960714286
2010-08-06,1495.6015133025705,1422.003139,1433.853149,1281.7778198666667,1410.153076,1422.003174,1244.1245243974292,1422.003174,1369.86301885,1396.4608706022136,1336.6858268747735,1417.9094971272727,995.858459,1398.3030832142856
2010-08-09,1495.6597222522898,1422.003139,1433.853149,1292.0478434666666,1410.153076,1422.003174,1259.47135694771,1422.003174,1377.5655396,1400.3904569012132,1343.0118389418233,1419.2022328545454,995.858459,1403.3816703571429
2010-08-10,1489.2587345374436,1416.9245605714289,1433.853149,1301.1328654333336,1398.303101,1410.153076,1281.2773739625559,1410.153076,1385.2680542499998,1401.8923986764682,1347.9897875555976,1417.2631303636363,987.559692,1407.6138219285715
2010-08-11,1482.1384315426308,1413.5388358571429,1445.703125,1311.0078857666665,1410.153076,1422.003174,1303.8027184573689,1422.003174,1392.9705749999998,1404.9863647652742,1353.4768775905459,1417.4785911454544,995.858459,1411.8459735
2010-08-12,1463.6747012960284,1413.538835857143,1422.003174,1321.2779093666666,1422.003174,1422.003174,1338.8564878039717,1422.003174,1401.26559455,1407.604335885317,1358.5568573365613,1417.6940519272728,995.858459,1413.5388358571429
2010-08-13,1478.5445428233393,1418.6174317142857,1493.103271,1331.9429362333333,1445.703125,1493.103271,1338.2066779766606,1493.103271,1408.3756104,1420.7580202026315,1368.5304531490383,1431.4831676,1045.651245,1416.0781337857145
2010-08-16,1504.6035565271836,1430.4674595714284,1552.353394,1345.3729655,1469.403198,1540.503418,1331.1077106728167,1540.503418,1417.8556336000001,1439.1803914551874,1381.2777057993317,1452.8132168727273,1078.846313,1425.388863714286
2010-08-18,1528.9029980194416,1447.396065857143,1564.203491,1359.9880005000002,1540.503418,1552.353394,1325.7683033805586,1552.353394,1427.3356507,1456.591624503769,1393.9578212854842,1474.1432573454545,1087.145264,1434.6996024285713
2010-08-19,1550.0313512880825,1466.017525857143,1576.053467,1373.813029,1540.503418,1564.203491,1325.9700038119176,1564.203491,1438.00067755,1473.1472977913302,1406.5758374490233,1494.6114901636365,1095.444092,1444.0103324285715
2010-08-20,1579.6031586925353,1486.3318568571428,1599.75354,1387.6380615333333,1552.353394,1599.75354,1316.5432403074649,1599.75354,1448.0731995,1492.6251827201345,1420.892888361152,1518.7424516181816,1120.340576,1451.6282087142858
2010-08-23,1603.1868254089372,1513.4176374285714,1599.75354,1401.4630940999998,1564.203491,1599.75354,1314.2896272910625,1599.75354,1458.7382263499999,1509.1064695381158,1434.1483334443196,1539.6415882363635,1120.340576,1463.4782366428572
2010-08-24,1626.4412555045046,1538.8105468571428,1647.153564,1414.1031209666667,1576.053467,1623.453613,1317.1052532954955,1623.453613,1471.7732544,1526.6983387408102,1448.1773242508295,1561.6180041999999,1136.93811,1476.1746913571428
2010-08-25,1648.2317063190817,1567.5891809999998,1635.303589,1425.9531494333335,1587.903442,1623.453613,1316.644856180918,1623.453613,1482.4382812499998,1541.5837662499903,1461.1662203474864,1579.9316849090908,1136.93811,1493.1033063571429
2010-08-26,1669.6228585756337,1586.2106584285714,1635.303589,1438.1981770999998,1611.603516,1635.303589,1316.5837454243663,1635.303589,1493.103302,1556.0022010930086,1474.0703139562515,1596.5217151272727,1145.237061,1508.339059
2010-08-27,1686.27792915158,1599.75354,1635.303589,1450.4432047666667,1611.603516,1623.453613,1316.51871384842,1623.453613,1501.3983215,1566.379341735821,1485.1397381602837,1607.079014890909,1136.93811,1523.5748029285714
2010-08-30,1700.5567186598805,1609.9107141428572,1647.153564,1462.6882324333333,1611.603516,1623.453613,1321.1999707401196,1623.453613,1510.8783447,1575.15999910357,1495.3886349445831,1613.9735794,1136.93811,1537.96412
2010-08-31,1716.2776793632877,1618.3750172857142,1647.153564,1471.7732543999998,1599.75354,1647.153564,1327.9940490367123,1647.153564,1522.1358642,1586.2359324315894,1506.6339607278294,1622.807219690909,1153.535889,1552.3534370714285
2010-09-01,1722.0952938984003,1625.1464492857142,1635.303589,1481.6482747333332,1587.903442,1623.453613,1345.8764955015993,1623.453613,1533.9858946999998,1591.96172955892,1515.2897479427265,1625.3926844181815,1136.93811,1569.282043357143
2010-09-02,1724.2669677344516,1628.532174,1623.453613,1490.3382934333335,1599.75354,1599.75354,1362.6648680655485,1599.75354,1543.4659179,1593.1604696474706,1521.5479851401599,1622.376313709091,1120.340576,1583.6713604285712
2010-09-03,1733.64748084624,1625.1464492857142,1659.003662,1498.6333129666666,1599.75354,1659.003662,1376.98440375376,1659.003662,1555.3159423,1603.2901916958135,1531.7323884540472,1629.4863279272724,1161.834473,1596.3678151428571
2010-09-06,1748.4633142008972,1630.225027714286,1718.253784,1507.3233316666667,1659.003662,1706.403809,1390.6086338991029,1706.403809,1569.53597405,1619.1538253232827,1544.6739552473082,1644.1372757454546,1195.029907,1608.2178430714284
2010-09-07,1766.1259800934374,1640.382202,1741.953857,1517.9883585333332,1706.403809,1741.953857,1404.9410363065624,1741.953857,1585.5335082,1638.0461380864972,1559.290359011166,1663.3127728545455,1219.92627,1620.0678709999997
2010-09-15,1819.4603069994428,1657.3108082857143,1896.00415,1530.6283853666666,1777.503906,1777.503906,1400.1918168005573,1896.00415,1609.8260619,1677.7319864243552,1584.2369850982382,1708.3428642545457,1327.811157,1633.6107612142857
2010-09-16,1841.0388692436704,1696.2465992857142,1896.00415,1546.8234211666668,1824.904053,1824.904053,1418.9033424563295,1824.904053,1629.97110585,1700.3738429901348,1602.0673941628386,1735.4902009818181,1278.018311,1657.3108082857143
2010-09-17,1849.1893884181238,1721.6395262857143,1824.904053,1560.2534504666664,1777.503906,1801.203979,1448.6729037818757,1801.203979,1648.9311460999998,1715.886171705314,1616.8207183695845,1754.8811521818182,1261.420654,1673.392987785714
2010-09-20,1859.2397926707554,1747.0324357142856,1801.203979,1571.7084756666666,1753.803833,1789.353882,1468.2475606292446,1789.353882,1663.74367665,1727.1888964266257,1629.6029310388276,1768.8857154545453,1253.121582,1687.782304857143
2010-09-21,1860.5518976394933,1774.1181988571427,1789.353882,1583.5585001,1718.253784,1718.253784,1484.7104922605067,1718.253784,1672.63119495,1725.8142637393712,1636.170602082586,1766.9466196545454,1203.328857,1699.6323240714285
2010-09-22,1857.1227346125534,1782.5825019999997,1718.253784,1593.4335204333333,1635.303589,1647.153564,1497.6196722874465,1647.153564,1677.37120345,1713.7126175791736,1636.9842627833814,1750.7874798545456,1153.535889,1706.403764857143
2010-09-23,1853.9548435007102,1774.1181812857142,1670.853638,1602.1235391333332,1623.453613,1647.153564,1509.0825706992898,1647.153564,1681.5187071,1703.472763149122,1637.7376369166807,1734.1974318545454,1153.535889,1707.250191642857
2010-09-24,1861.6487740909658,1760.5752822857141,1765.653931,1610.0235553999999,1623.453613,1765.653931,1517.9786792090338,1765.653931,1689.8137266499998,1713.0390966909304,1647.213996008544,1738.291086509091,1236.523926,1708.9430452857143
2010-09-27,1866.1341017609398,1741.9538224285716,1777.503906,1621.4785806333334,1730.10376,1753.803833,1528.8983808390608,1753.803833,1697.5162413000003,1719.3105945992163,1655.1103712548404,1738.291082090909,1228.22522,1719.1002108571429
2010-09-28,1869.4084233686613,1731.7966481428573,1789.353882,1632.5386026,1706.403809,1741.953857,1537.4740836313385,1741.953857,1703.4412535,1722.7941734369601,1661.543849523976,1735.2747179636365,1219.92627,1726.7180872142856
2010-09-29,1875.7740788633143,1723.332345,1777.503906,1643.2036253666665,1753.803833,1777.503906,1546.5134574366855,1777.503906,1711.14376815,1731.2110553837483,1670.1342591185842,1738.7219991090908,1244.822754,1735.1823903571428
2010-09-30,1877.635716203447,1721.6394912857143,1777.503906,1655.4486530333334,1741.953857,1741.953857,1555.3168468965528,1741.953857,1716.4762815499998,1732.8637940962692,1675.4546742165971,1737.8601848727274,1219.92627,1747.8788450714285
2010-10-01,1877.7701253055047,1725.025216,1777.503906,1666.1136757999998,1718.253784,1741.953857,1567.032462194495,1741.953857,1722.40129375,1734.2622653138947,1680.3809210198624,1738.5065560181822,1219.92627,1753.8038589999999
2010-10-04,1877.6031525566164,1738.568115,1765.653931,1676.7786985666667,1741.953857,1753.803833,1580.2344569433835,1753.803833,1728.91880475,1737.2686603455586,1685.8200451675982,1742.3847432000002,1228.22522,1756.3431481428572
2010-10-05,1881.8219076553196,1753.8038677142856,1801.203979,1685.4687172999998,1741.953857,1789.353882,1590.2357336446807,1789.353882,1736.0288206500002,1745.2817713761572,1693.489727371964,1753.3729401818182,1253.121582,1757.189575
2010-10-06,1888.9772884561598,1757.1895749999999,1848.604126,1693.7637327666666,1801.203979,1836.754028,1604.4103943438404,1836.754028,1746.6938414,1759.354426251526,1704.1025500743451,1771.6866164727273,1286.317139,1749.5716987142857
2010-10-07,1888.2176875087794,1769.0396028571429,1860.454102,1703.2437539,1801.203979,1836.754028,1628.8700440912203,1836.754028,1758.5438657999998,1771.2620572970286,1713.9291447006217,1786.5530116000002,1286.317139,1750.4181255
2010-10-08,1892.66925700114,1782.5824844285714,1872.304077,1712.3287718,1824.904053,1836.754028,1642.1935111988596,1836.754028,1767.4313840999998,1781.337745102695,1723.0277636448423,1797.9721255636364,1286.317139,1752.9574147142855
2010-10-11,1899.3813662063476,1791.0467875714287,1860.454102,1720.2287880666668,1824.904053,1836.754028,1648.5164238936522,1836.754028,1773.94889505,1789.8633270906255,1731.4523424145232,1808.098510490909,1286.317139,1756.3431394285712
2010-10-12,1908.011403329105,1804.5896691428572,1860.454102,1728.1288043333332,1824.904053,1848.604126,1650.5514136708955,1848.604126,1779.2814085000002,1798.9003730800284,1740.1306443643343,1818.8712733272728,1294.615601,1764.8074425714287
2010-10-13,1908.0114033291045,1819.825421857143,1896.00415,1735.6338214333334,1860.454102,1896.00415,1650.551413670895,1896.00415,1779.2814084999998,1813.8394156877805,1751.677312964309,1836.3231265454547,1327.811157,1779.1967684285714
2010-10-14,1929.1648132682942,1840.1397528571429,1967.10437,1744.7188393333333,1919.704224,1931.554199,1640.063018331706,1931.554199,1784.6139158,1831.9493823559988,1765.0020428314565,1858.0840751454543,1352.707397,1796.9718102857144
2010-10-15,1942.1759879002157,1860.454083857143,1967.10437,1754.5938596666667,1896.00415,1896.00415,1636.5318607997851,1896.00415,1789.3539243500004,1841.8039619957476,1774.7062506388386,1869.9340995272728,1327.811157,1808.8218294285712
2010-10-18,1952.687761477057,1868.918387,1943.404297,1763.6788775666669,1884.154175,1884.154175,1635.5001165229428,1884.154175,1794.0939389999999,1848.3193793822534,1782.8137735137502,1876.8286685818182,1319.512207,1818.9789949285714
2010-10-19,1956.7774091929741,1875.6898365714285,1896.00415,1772.3688963,1848.604126,1848.604126,1644.4455030070258,1848.604126,1800.6114561,1848.3631865542216,1787.687282799606,1874.8895861454546,1294.615601,1829.1361605
2010-10-20,1950.2826032330395,1877.3827077142857,1872.304077,1779.0839150333334,1801.203979,1848.604126,1671.0853651669609,1848.604126,1810.6839842000002,1848.4002541612695,1792.1997700203142,1871.8732265454541,1294.615601,1834.2147476428574
2010-10-21,1936.8795506089582,1879.0755788571428,1860.454102,1786.5889321333334,1813.053955,1836.754028,1703.4484641910417,1836.754028,1820.1640074,1846.6085270593296,1795.5001724248427,1866.4868473454546,1286.317139,1841.8326240000001
2010-10-22,1937.7440139321102,1877.3827077142855,1848.604126,1794.4889484,1824.904053,1836.754028,1709.69401056789,1836.754028,1823.71901225,1845.0924502808236,1798.5560881655545,1861.1004681454544,1286.317139,1848.6040647857142
2010-10-25,1940.647429449149,1868.9184045714285,1872.304077,1800.4139605999999,1836.754028,1872.304077,1718.6406194508513,1872.304077,1829.6440244500002,1849.2788543918107,1804.0190256127064,1862.1777342181817,1311.213501,1854.5290787142856
2010-10-26,1942.1845713822581,1860.4541014285714,1896.00415,1805.9439695333335,1872.304077,1884.154175,1731.3235093177418,1884.154175,1836.75404035,1854.6442883319057,1809.9550868189456,1864.7631990363636,1319.512207,1860.454092642857
2010-10-27,1941.0183068567148,1858.7612478571427,1884.154175,1810.6839801333333,1813.053955,1824.904053,1737.229788543285,1824.904053,1839.1240477,1850.0688675113431,1811.0624391025551,1855.9295498727274,1278.018311,1863.8398174285715
2010-10-28,1934.7307411152833,1850.2969447142857,1872.304077,1808.3139769,1813.053955,1824.904053,1751.812373884717,1824.904053,1843.2715575000002,1846.1973575863283,1812.0877622301773,1848.3886297454544,1278.018311,1862.9933906428573
2010-10-29,1926.6420665935366,1846.91122,1848.604126,1808.3139769000002,1813.053955,1848.604126,1770.5660753064635,1848.604126,1848.60407095,1846.5676296499857,1814.7927229978259,1847.0959073636363,1294.615601,1862.146963857143
2010-11-01,1917.4011682623786,1846.91122,1860.454102,1809.8939818000001,1836.754028,1848.604126,1789.2870029376218,1848.604126,1853.3440856000002,1846.8809367807685,1817.2973098909326,1846.6650036,1294.615601,1862.9933994285714
2010-11-02,1913.456037350487,1848.6040911428572,1860.454102,1811.8689899333333,1836.754028,1860.454102,1800.3421558495133,1860.454102,1856.8990966000001,1848.9691160453285,1820.494154834257,1849.0350054545454,1302.914551,1862.9933994285714
2010-11-03,1914.8006443360537,1851.989816,1896.00415,1816.6090005333333,1860.454102,1872.304077,1802.5525537639455,1872.304077,1858.6765990499996,1852.5591100384468,1824.3319774542338,1853.3440941090907,1311.213501,1860.4541102857143
2010-11-04,1915.0293677495226,1851.9898159999998,1884.154175,1824.114017633333,1848.604126,1860.454102,1804.6938377504773,1860.454102,1859.86160275,1853.7737241864043,1827.0077230538227,1855.0677336545455,1302.914551,1856.2219587142858
2010-11-05,1915.9563134006628,1848.6040912857145,1884.154175,1831.2240355666665,1848.604126,1872.304077,1807.321896999337,1872.304077,1861.6391052,1856.6245476962406,1830.3630464644382,1858.5150036727275,1311.213501,1853.6826695714285
2010-11-08,1916.7476536940605,1855.3755232857143,1860.454102,1834.7790404333332,1813.053955,1824.904053,1805.3455592059397,1824.904053,1861.0466064500001,1851.744471589051,1829.9586723452271,1852.697722981818,1278.018311,1852.836234
2010-11-09,1917.6466233166682,1855.3755232857143,1836.754028,1837.1490477666666,1801.203979,1824.904053,1802.0765822833312,1824.904053,1859.8616027999997,1847.6151764214508,1829.5842524683603,1847.742260909091,1278.018311,1851.143371642857
2010-11-10,1913.474404885788,1851.9897985714285,1824.904053,1839.9140542999999,1813.053955,1824.904053,1799.1387910142123,1824.904053,1856.3065979500002,1844.1211574334966,1829.2375679149197,1843.8640737818178,1278.018311,1849.4505092857144
