Date,SMA_30,Rolling_Mean,Adj Close,WMA,Low,Open,SMA_7,High,EMA_26,EMA_12,Bollinger_Upper,Bollinger_Lower,Close,SMA_14
2010-06-11,769.9866984333332,763.39590455,498.008789,789.8210638545454,790.895447,790.895447,789.5967407142858,809.076904,773.5162104783177,780.6040099893299,824.1623857875475,702.6294233124524,790.895447,764.2725089285715
2010-06-14,770.1382121,764.7595153999999,500.87085,791.5565696727273,790.895447,795.440796,793.4927804285715,799.986206,775.1756348158651,782.8871307167392,827.1784613347072,702.3405694652927,795.440796,769.7918963571428
2010-06-15,770.4412374,766.5776642000001,500.87085,793.0441462545455,795.440796,795.440796,792.1941005714286,809.076904,776.70698968805,784.8188491911853,830.4023234677459,702.7530049322543,795.440796,774.9866115714286
2010-06-16,769.8351867999999,768.16854555,506.595093,795.523443090909,799.986206,804.531555,792.1941005714286,813.622314,778.8064456406908,787.8520851635939,834.1857122083741,702.1513788916259,804.531555,781.8046745
2010-06-17,769.6836751666667,771.8048461999999,509.457214,798.0853781818182,804.531555,809.076904,796.0901402857144,818.167664,781.0873064768292,791.1179083600333,838.4515058411166,705.1581865588832,809.076904,786.6747219285714
2010-06-18,769.2291361666668,776.1229523,520.905701,803.8704012909091,809.076904,827.258423,798.0381557142857,827.258423,784.5618411850324,796.6786595789976,845.4737495161978,706.7721550838021,827.258423,790.2460850714286
2010-06-21,770.8957743666667,782.0319428,523.767883,809.9033602727272,827.258423,831.803833,801.2848511428572,845.439941,788.1127751265717,802.0830850791172,849.0609279541537,715.0029576458463,831.803833,793.4927804285715
2010-06-22,773.0169494999999,787.4863953000001,523.767883,814.9446000545455,827.258423,831.803833,807.7782505714285,845.439941,791.3932258896208,806.6559035184529,851.8944654173172,723.0783251826831,831.803833,798.6874956428572
2010-06-23,775.5926636,794.0771912,523.767883,819.324693709091,827.258423,831.803833,813.6223057142857,836.349182,794.4243131384585,810.5250990372991,846.6813275686836,741.4730548313164,831.803833,803.5575430714287
2010-06-24,777.2593017666666,799.07710575,526.629944,824.0353548545455,836.349182,836.349182,818.8170252857143,845.439941,797.5660492553199,814.4982810276713,847.4153647304071,750.7388467695929,836.349182,805.5055629285715
2010-06-25,779.6835022,804.07701725,540.940552,831.9690984545456,836.349182,859.07605,824.6610804285714,872.712219,802.171466631885,821.3567588637911,855.5781418905932,752.5758926094069,859.07605,808.4275905000001
2010-06-28,783.0167765333333,808.16785585,543.802673,839.4896329090909,863.62146,863.62146,832.4531511428571,886.348328,806.7687197945547,827.8593090092133,864.9472489606787,751.3884627393213,863.62146,814.2716457142858
2010-06-29,786.1985392333333,811.8041565000001,531.152588,839.9854958363637,827.258423,831.803833,840.2452305714286,881.802979,808.6402868125895,828.4661816314914,864.5156786346447,759.0926343653555,831.803833,819.1416931428572
2010-06-30,788.6227396666667,815.8949951,539.859924,842.299505,818.167664,845.439941,840.8945748571429,845.439941,811.3894642797499,831.0776121615062,865.4682389885251,766.3217512114749,845.439941,821.0897130000001
2010-07-01,791.0469401000001,817.0313385000001,528.250061,840.5639947818182,822.713074,827.258423,842.8425902857143,845.439941,812.5742310038595,830.4900288083677,866.5497138602766,767.5129631397235,827.258423,825.3104204285713
2010-07-02,794.0771911666667,819.3040283,536.957581,840.9772149454545,818.167664,840.894592,842.193246,840.894592,814.6873749346341,832.0907672358622,868.8224057086824,769.7856508913177,840.894592,827.907775857143
2010-07-05,797.4104675333333,822.0312561000001,531.152588,839.4896394909092,831.803833,831.803833,843.4919258571429,840.894592,815.9638402753709,832.0466226579233,867.6545642170805,776.4079479829196,831.803833,831.1544755714286
2010-07-06,801.3497945333332,823.84940795,531.152588,838.0020640363637,827.258423,831.803833,842.8425902857143,840.894592,817.1445209929879,832.0092697947514,867.8814461059353,779.8173697940647,831.803833,833.7518353571429
2010-07-07,804.9860962,825.21302185,531.152588,836.5144885818181,822.713074,831.803833,838.9465592857142,836.349182,818.2366895406856,831.9776636986327,868.4073231376274,782.0187205623727,831.803833,835.6998552142858
2010-07-08,809.3799601333334,826.8039032,522.445007,832.5476096727273,818.167664,818.167664,834.4011840000001,845.439941,818.2315491103054,829.8530235952859,866.143153210478,787.4646531895221,818.167664,837.3232072857144
2010-07-09,812.1071859,829.5311279000001,539.859924,833.8698996363636,822.713074,845.439941,832.453159857143,854.530701,820.2569920161025,832.2510345396248,865.8342911550044,793.2279646449958,845.439941,836.6738673571429
2010-07-12,814.9859232666666,832.48562315,545.664917,837.0929843090909,845.439941,854.530701,832.4531598571429,868.166809,822.8074521791369,835.6787041392072,866.6627637975523,798.3084825024478,854.530701,837.6478750714286
2010-07-13,817.4101237,837.2582672000001,568.884644,847.0928056909091,859.07605,890.893677,836.3491995714285,899.984436,827.8723289540015,844.1733753344637,876.0070787672788,798.5094556327214,890.893677,839.2712227857143
2010-07-14,821.8039855999999,840.89456785,560.177185,853.5389737272727,868.166809,877.257568,843.491926,913.620605,831.5448980287134,849.2632815423354,880.3552401163588,801.4338955836413,877.257568,843.4919259285714
2010-07-15,825.5917989000001,844.9854065,568.884644,861.885932,872.712219,890.893677,849.9853167142857,899.984436,835.95712613961,855.6679901483683,887.4100395638275,802.5607734361724,890.893677,846.4139535
2010-07-16,828.4705362999999,848.3944397000001,571.787109,869.9023238363636,890.893677,895.439087,858.4267229999999,909.075195,840.3780620199776,861.7866466094407,895.5184259159047,801.2704534840956,895.439087,848.6866411428572
2010-07-19,831.8038126666667,851.12166445,565.982239,875.2741323090909,872.712219,886.348328,867.5174735714287,890.893677,843.7939013755744,865.5653805021185,900.4640283872244,801.7793005127756,886.348328,850.9593287857142
2010-07-20,835.4401143666666,853.8488891999999,565.982239,879.6542226909091,886.348328,886.348328,877.2575684285714,895.439087,846.9551940819296,868.7627668339004,904.7019516053946,802.9958267946053,886.348328,854.8553641428571
2010-07-21,838.4703654333333,857.4851898499999,577.592224,886.3483255272728,890.893677,904.529846,883.1016237142858,909.075195,851.2313968830127,874.2654086595691,911.9718517079194,802.9985279920803,904.529846,857.7773917857143
2010-07-22,841.8036418,860.4396850999999,571.787109,890.0672719454546,890.893677,895.439087,890.2443587142856,904.529846,854.5141536757982,877.5229047788624,916.4865999582986,804.3927702417012,895.439087,863.2967791428572
2010-07-23,845.4399434666667,862.7123749,577.592224,894.0341486727273,899.984436,904.529846,890.893703,913.620605,858.2275172664155,881.6778265229859,922.112445019301,803.3123047806989,904.529846,867.1928144999999
2010-07-26,849.2277567666666,864.7577942,577.592224,896.926663490909,899.984436,904.529846,894.7897427142858,918.165955,861.6646020509967,885.1935273473894,927.0372141674998,802.4783742325003,904.529846,872.3875297142857
2010-07-27,852.8640584333333,868.6213623,580.494507,899.7365300363637,899.984436,909.075195,896.7377668571429,922.711304,865.1834013404473,888.8676349446142,931.872698054897,805.370026545103,909.075195,877.5822449285714
2010-07-28,856.6518717333333,871.3485870499999,574.689575,900.5629582545455,899.984436,899.984436,898.6857822857144,922.711304,867.765947133939,890.5779139527615,935.0931158255527,807.6040582744471,899.984436,883.1016279285714
2010-07-29,859.8336344333333,875.6666961499999,583.397156,903.4554741454544,904.529846,913.620605,900.6337977142857,922.711304,871.1683112641666,894.1229467168564,938.530028477068,812.8033638229318,913.620605,888.9456830714287
2010-07-30,863.3184244666666,878.62118835,574.689575,903.4554697090908,868.166809,899.984436,904.5298372857143,913.620605,873.3061685548139,895.0247150247151,940.1434836321046,817.0988930678955,899.984436,893.8157305000001
2010-08-02,865.7426249,879.9847992000001,548.567383,895.9349341999998,849.985291,859.07605,903.880493,895.439087,872.2505634619487,889.4941474080417,938.2612273314232,821.708371068577,859.07605,897.0624258571428
2010-08-03,866.6516988000001,879.53026125,525.347534,882.2988081090909,818.167664,822.713074,898.6857734285713,868.166809,868.5762136853549,879.2201301936624,939.5060243693491,819.5544981306508,822.713074,894.7897382142858
2010-08-04,866.3486735,879.7575287000002,534.054993,872.298979,799.986206,836.349182,886.9976631428572,845.439941,866.186071155916,872.6245964861382,939.00180163684,820.5132557631604,836.349182,890.8937029285714
2010-08-05,866.5001851333334,881.8029480000001,548.567383,867.6709561454545,840.894592,859.07605,877.2575682857142,859.07605,865.6587993292984,870.5402038589957,934.5639498166692,829.0419461833311,859.07605,886.9976675714286
2010-08-06,867.2577474000001,882.2574860000001,545.664917,862.8776523272727,845.439941,854.530701,870.1148332857143,863.62146,864.833621100917,868.0772025592356,933.8430017512796,830.6719702487205,854.530701,884.4003077857143
2010-08-09,867.1062357666667,882.9392914,554.372314,861.4727162363636,854.530701,868.166809,863.6214425714286,868.166809,865.0807664656269,868.0909881695796,933.3283800635064,832.5502027364936,868.166809,882.1276201428572
2010-08-10,867.2577474000001,881.8029480000001,554.372314,860.7289262727273,863.62146,868.166809,857.128043142857,872.712219,865.3095701312894,868.1026529156371,932.4610687230116,831.1448272769886,868.166809,880.8289402142857
2010-08-11,868.4698466000001,880.6666046500001,545.664917,858.2496327818184,849.985291,854.530701,852.5826678571428,872.712219,864.5104629935187,866.0146598715921,932.7534837535296,828.5797255464705,854.530701,878.2315804285714
2010-08-12,868.7728719333334,878.3939178499999,539.859924,854.9439053818181,836.349182,845.439941,851.9333322857144,849.985291,863.0967303018501,862.8493179402204,932.5282086602906,824.2596270397091,845.439941,875.3095528571429
2010-08-13,869.3789225333333,876.12122805,542.762451,853.7042536909091,840.894592,849.985291,855.1800275714286,849.985291,862.1248114483043,860.8702365727844,931.0531222595666,821.1893338404334,849.985291,871.0888453571428
2010-08-16,869.6819458333333,873.6212707500001,534.054993,850.8943848181818,827.258423,836.349182,857.1280431428571,849.985291,860.214229392092,857.0977661551034,931.0859749751008,816.1565665248994,836.349182,867.1928057142857
2010-08-18,869.8334574666667,871.3485839500001,536.957581,849.3241699090909,827.258423,840.894592,853.8813477142857,845.439941,858.7822595087093,854.6049698609557,930.2707779821394,812.4263899178609,840.894592,861.9980905000001
2010-08-19,870.1364827666667,870.2122406000001,563.079834,854.8612704909091,845.439941,881.802979,851.933332142857,886.348328,860.4884750684032,858.7892793431623,927.2877053459956,813.1367758540046,881.802979,857.7773873571429
2010-08-20,871.8031209666667,869.0758972,557.274719,857.9190729454548,863.62146,872.712219,853.8813564285714,877.257568,861.3944179484274,860.9312702258835,924.9284696745552,813.2233247254447,872.712219,855.5046997857143
2010-08-23,873.6212727999999,867.25774535,554.372314,859.9025068727273,854.530701,868.166809,854.5307007142857,868.166809,861.8963229613148,862.0444301104069,920.560065295502,813.9554254044981,868.166809,853.5566842857144
2010-08-24,874.3788350666667,866.5759369000001,568.884644,865.7701693818182,868.166809,890.893677,856.478716142857,895.439087,864.0452520042694,866.4827760324206,918.1930551393065,814.9588186606937,890.893677,854.2060242142858
2010-08-25,875.5909342666667,865.666861,568.884644,871.2246161090909,872.712219,890.893677,862.9721069999999,895.439087,866.0348616948733,870.2382994348275,914.7086045886089,816.6251174113912,890.893677,859.0760672857143
2010-08-26,875.5909342666667,864.7577881500001,563.079834,874.6129928727273,863.62146,881.802979,868.8161621428571,895.439087,867.2033257833905,872.0174809771955,911.7523903009499,817.7631859990504,881.802979,862.9721026428571
2010-08-27,875.7424479666666,862.0305603999999,548.567383,873.3733411272729,849.985291,859.07605,875.3095617142857,877.257568,866.6010880242475,870.026491529046,903.0345187523858,821.026602047614,859.07605,864.5954547142857
2010-08-30,874.6818604,859.9851411,548.567383,871.8857601272728,854.530701,859.07605,877.9069128571429,877.257568,866.0434914845091,868.3418081688842,896.8942742132559,823.076007986744,859.07605,864.9201225
2010-08-31,873.4697591666667,859.30333565,539.859924,867.7536000545454,840.894592,845.439941,874.6602087142858,863.62146,864.5168302266551,864.8184439041108,896.7825614324747,821.8241098675253,845.439941,864.2707825714286
2010-09-01,872.1061462666668,861.8032929000001,557.274719,868.4147494545455,849.985291,872.712219,870.764169,872.712219,865.1240700188106,866.0328708667142,895.4836601782731,828.1229256217271,872.712219,862.6474348571429
2010-09-02,871.6516093000001,863.1669067999999,551.469849,866.8445312727273,854.530701,863.62146,871.4135132857143,886.348328,865.0127360414468,865.6618845731236,894.644380876169,831.6894327238308,863.62146,863.9461147142857
2010-09-03,870.2879964333333,863.3941772999999,551.469849,865.6048861636364,859.07605,863.62146,867.5174822857143,877.257568,864.9096532394067,865.3479730957505,894.8128693535015,831.9754852464984,863.62146,865.2447946428572
2010-09-06,869.2274088666667,864.0759826999999,554.372314,865.3569546727272,859.07605,868.166809,863.6214512857142,868.166809,865.150978916498,865.7816401633023,895.2758717967306,832.8760936032693,868.166809,866.2188067142858
2010-09-07,868.0153076333334,864.0759826999999,554.372314,865.1090231818181,863.62146,868.166809,861.673427,868.166809,865.3744207866127,866.1485892189393,895.2758717967306,832.8760936032693,868.166809,868.4914943571429
2010-09-15,866.8032064,866.57594,586.2995,874.365061290909,881.802979,881.802979,862.9721068571429,931.802063,869.2856673699995,874.1512609483767,906.0669160295499,827.08496397045,918.165955,870.4395098571429
2010-09-16,867.1062317333333,872.4849274000001,621.129089,893.0424205272726,909.075195,972.710449,871.4135218571428,972.710449,876.9481455809056,889.3142130698483,933.7503984310662,811.219456368934,972.710449,873.0368652857143
2010-09-17,869.5304321666667,877.48484195,603.714355,905.1083317636364,945.438232,945.438232,889.595023,981.801208,882.0223334842244,897.9486775753438,945.4162247768766,809.5534591231235,945.438232,880.179596
2010-09-20,870.5910197333334,881.3484131000001,592.104492,912.2982909636363,918.165955,927.256714,899.9844534285714,945.438232,885.3735470106435,902.4576062802314,951.4493418046417,811.2474843953586,927.256714,885.698983357143
2010-09-21,871.5000956666667,884.7574462999999,577.592224,914.1164439090908,899.984436,904.529846,909.0752039999999,936.347473,886.7927355009457,902.7764123924112,952.2262443273839,817.2886482726158,904.529846,888.2963431428572
2010-09-22,873.0152221999999,887.9392089999999,577.592224,914.8602349454545,899.984436,904.529846,914.9192591428572,913.620605,888.1067698996139,903.0461714099988,952.64373480682,823.2346831931798,904.529846,889.2703552142858
2010-09-23,875.7424479333333,889.07555235,577.592224,915.0255236727273,895.439087,904.529846,920.1139787142857,913.620605,889.3234435391968,903.2744290399712,954.1236799216226,824.0274247783773,904.529846,890.8937028571429
2010-09-24,878.0151367333333,890.89370115,580.494507,915.2734506545455,899.984436,909.075195,925.3086982857142,913.620605,890.7867027031457,904.1668545747359,956.0487284300472,825.7386738699528,909.075195,894.1404025714285
2010-09-27,879.6817748999999,893.6209259,589.201965,917.1742386363637,913.620605,922.711304,924.0100182857143,931.802063,893.151737105521,907.0198468006413,959.3343173605647,827.9075344394353,922.711304,897.7117700714285
2010-09-28,881.9544616666666,894.5300018,580.494507,915.6040159818182,904.529846,909.075195,916.8672832857144,931.802063,894.3313675574151,907.3360542165494,960.5866836787562,828.4733199212438,909.075195,903.231153142857
2010-09-29,883.3180745333334,895.4390776999999,580.494507,913.2900044909092,899.984436,909.075195,911.6725637142856,922.711304,895.4236015608558,907.6036143375259,961.7848485266767,829.0933068733231,909.075195,905.8285085714286
2010-09-30,884.6816873999999,896.8026884999999,580.494507,911.1412795454545,895.439087,909.075195,909.0752038571428,913.620605,896.4349152689258,907.8300113628409,963.0894308837229,830.515946116277,909.075195,909.0752039285715
2010-10-01,886.4998371999999,899.5299162499999,583.397156,910.9759974000001,895.439087,913.620605,909.7245394285716,918.165955,897.708027893112,908.7208719234658,963.7367623584175,835.3230701415823,913.620605,912.3218992857143
2010-10-04,888.7725260000001,903.62075485,600.811829,916.3478024727274,922.711304,940.892822,911.0232192857142,949.983582,900.9071308721018,913.670402709463,967.3993870292857,839.8421226707144,940.892822,915.568599
2010-10-05,891.8027770333334,909.5297423,615.32428,925.6038361272728,936.347473,963.61969,916.2179301428572,963.61969,905.5528139980163,921.354908453027,972.5053994146227,846.5540851853772,963.61969,920.7633142142857
2010-10-06,896.0451273,914.07511585,615.32428,933.785508981818,954.528992,963.61969,924.0100008571428,981.801208,909.8543284519919,927.8571825418721,978.9558446470941,849.1943870529059,963.61969,924.0100095714287
2010-10-07,900.1359639,919.5295653,621.129089,942.5456863090909,936.347473,972.710449,929.854056,977.255859,914.5106023666468,934.7576850781084,984.8911959773787,854.1679346226211,972.710449,923.3606696428571
2010-10-08,903.1662128999999,924.0749419,609.519348,946.7604968545455,940.892822,954.528992,938.9448065714286,972.710449,917.4750837343818,937.7994246061257,985.5972319046117,862.5526518953883,954.528992,925.3086851428571
2010-10-11,905.8934386666667,929.7566618499999,626.934143,955.1074594545456,963.61969,981.801208,945.4382061428571,981.801208,922.2402143213816,944.5689297466064,990.5231284281764,868.9901952718234,981.801208,927.256705
2010-10-12,909.6812519666667,935.4383818,626.934143,962.3800601636364,972.710449,981.801208,955.8276365714286,995.437378,926.6523391030476,950.2969725569412,993.1296881138708,877.7470754861292,981.801208,932.776088
2010-10-13,912.711503,939.5292204,638.544006,971.6361004545455,981.801208,999.982727,965.5677227142858,1018.164246,932.0844469131639,957.9409347813445,1003.3419381155552,875.7165026844448,999.982727,938.295471
2010-10-14,916.3478046666665,939.7564908999999,624.031677,975.107118709091,972.710449,977.255859,974.0091377142857,1022.709595,935.4306070399035,960.9124615850021,1004.0969852565428,875.415996543457,977.255859,945.1135339285714
2010-10-15,919.5295673333333,940.2110289,609.519348,973.2063308909088,949.983582,954.528992,975.9571618571429,968.1651,936.8453529584536,959.9303893409356,1004.8482900744939,875.5737677255061,954.528992,949.9835813571427
2010-10-18,922.7113320666666,941.3473723,606.616882,969.7353160363637,949.983582,949.983582,974.6584907142857,968.1651,937.818587426918,958.4001112881934,1005.8246171979984,876.8701274020016,949.983582,952.256273357143
2010-10-19,925.7415831333333,944.3018645,615.32428,968.578307,949.983582,963.61969,971.4117954285714,972.710449,939.7298389740429,959.2031233978312,1007.0682520526659,881.535476947334,963.61969,955.1783009999999
2010-10-20,929.6809080999999,946.3472838,603.714355,964.1155783272729,936.347473,945.438232,972.7104665714286,954.528992,940.152694940096,957.085447797877,1006.2577349640478,886.4368326359522,945.438232,959.0743363571428
2010-10-21,932.1051085333332,949.75631395,621.129089,964.9420065272726,945.438232,972.710449,967.5157557142857,986.346619,942.5644439997336,959.4892941369415,1007.3627534614996,892.1498744385005,972.710449,961.6716961428572
2010-10-22,935.7414081666667,953.6198851500001,629.836609,968.2477383636364,968.1651,986.346619,966.2170758571428,986.346619,945.8076472320269,963.6211902701217,1010.092024967493,897.1477453325072,986.346619,965.8923992857143
2010-10-25,939.8322468000001,961.11975695,684.983582,986.6771717090909,990.891968,1072.70874,964.2690604285714,1072.70874,955.2079406193204,980.4038902299459,1036.8618270986162,885.3776868013837,1072.70874,969.1390990714286
2010-10-26,946.6503111666666,967.9378233499999,667.568665,998.4951559272729,1022.709595,1045.436523,977.9051862857143,1077.25415,961.8916791742375,990.408910656805,1048.3591489771804,887.5164977228193,1045.436523,976.9311740714285
2010-10-27,952.5593016333333,974.5286192500001,664.666199,1008.3296962363636,1022.709595,1040.891113,990.8919764285714,1063.618042,967.7436024705592,998.1754033254465,1056.2336758696993,892.823562630301,1040.891113,982.7752335714285
2010-10-28,956.6501402333334,980.4376097500001,655.958923,1014.9411553454545,1018.164246,1027.255005,1003.8787665714286,1040.891113,972.1519335960172,1002.6491881986778,1059.2541855519808,901.6210339480194,1027.255005,987.645281
2010-10-29,958.4682921,986.57386465,661.763855,1022.2963932545454,1027.255005,1036.345703,1012.9695258571428,1081.799438,976.907106615428,1007.8332673990999,1062.5453000487464,910.6024292512536,1036.345703,992.8399962142857
2010-11-01,961.4985411333333,994.5282713999999,702.398376,1039.7341007818181,1036.345703,1099.980957,1025.9563074285713,1118.162476,986.023828347962,1022.0098350305137,1082.6959817281243,906.3605610718755,1099.980957,996.7360315714285
2010-11-02,967.2560159,1001.3463347499999,702.398376,1054.4445833090908,1086.344849,1099.980957,1044.1378085714286,1109.071777,994.4652173549658,1034.005392256951,1099.9252352100602,902.7674342899395,1099.980957,1005.1774422142856
2010-11-03,973.7710529333333,1008.6189391,708.20343,1068.3286464363637,1095.435669,1109.071777,1060.3712854285716,1113.617188,1002.9547040906605,1045.5540668330998,1116.5011398452928,900.7367383547073,1109.071777,1012.3201729285714
2010-11-04,980.5891173,1014.3006591000001,693.690918,1075.1053854727272,1086.344849,1086.344849,1065.566005,1113.617188,1009.131827283056,1051.8295717819894,1126.1176735704748,902.4836446295253,1086.344849,1021.7355956428572
2010-11-05,986.6496174,1021.5732573500002,702.398376,1082.2953368727271,1086.344849,1099.980957,1071.4100515714285,1113.617188,1015.8614685282546,1059.2374772002804,1135.9135711858478,907.2329435141526,1099.980957,1031.1510139999998
2010-11-08,993.0131428000001,1027.2549804,699.496094,1086.5927934,1095.435669,1095.435669,1079.8514578571428,1109.071777,1021.755915450988,1064.806429784939,1144.5295663374463,909.9803944625536,1095.435669,1041.8651122142858
2010-11-09,998.7706216333333,1034.7548492,722.71582,1097.0884721272728,1104.526367,1131.798584,1089.5915527142859,1149.980103,1029.9073032398803,1075.1129150489296,1158.7808816076626,910.7288167923375,1131.798584,1051.2805392857142
2010-11-10,1006.1947346,1041.57291255,725.618347,1106.8403697454546,1127.253296,1136.343994,1103.2276785714287,1145.434814,1037.79157331326,1084.5330810415064,1172.358557583348,910.7872675166519,1136.343994,1064.591993
2010-11-11,1013.7703612333333,1049.5273193,725.618347,1114.8567604363636,1095.435669,1136.343994,1108.4223981428572,1163.616211,1045.0918132867266,1092.5039907275034,1183.1628221971343,915.8918164028659,1136.343994,1076.280103357143
2010-11-12,1021.3459878666667,1056.3453826500001,696.593506,1112.6253995090908,1081.799438,1090.890259,1113.6171177142858,1131.798584,1048.4843168496866,1092.2557243078854,1183.321648230075,929.3691170699254,1090.890259,1086.9942015714284
2010-11-15,1027.2549763333334,1062.25437005,682.081055,1105.2701504727272,1031.800415,1068.16333,1111.019758,1090.890259,1049.9420319126739,1088.5492021066475,1178.9750223499816,945.5337177500185,1068.16333,1088.2928815
2010-11-16,1031.4973266,1067.9360930500002,687.886047,1100.1462801090909,1059.072632,1077.25415,1108.4223981428572,1104.526367,1051.9651651167258,1086.811501782538,1175.113446768857,960.7587393311433,1077.25415,1089.9162248571429
2010-11-18,1035.2851419333333,1075.6632293,702.398376,1099.5677711454546,1059.072632,1099.980957,1105.1757114285715,1104.526367,1055.5219121657794,1088.8375718160034,1166.7272947930342,984.5991638069659,1099.980957,1092.5135846428573
2010-11-19,1039.8305175,1081.1176787499999,690.788513,1095.848819090909,1068.16333,1081.799438,1105.8250382857143,1099.980957,1057.4684065692902,1087.7547819981523,1158.2143532966547,1004.021004203345,1081.799438,1097.7082955
2010-11-22,1043.4668171333333,1085.6630553,687.886047,1091.3860948727272,1063.618042,1077.25415,1098.682303142857,1081.799438,1058.9340248685953,1086.1393001522772,1148.6646024035836,1022.6615081964164,1077.25415,1100.954990857143
2010-11-23,1047.5576557333334,1084.7539794,673.373718,1083.2044166,1040.891113,1054.527222,1090.2408968571428,1077.25415,1058.607593443718,1081.275903513451,1149.053890840421,1020.4540679595789,1054.527222,1099.3316475
2010-11-24,1049.9818562,1083.8449034999999,655.958923,1070.8079433636362,1018.164246,1027.255005,1078.5527865714287,1059.072632,1056.2851690583725,1072.9649960498227,1150.9387336389066,1016.7510733610932,1027.255005,1096.0849521428572
2010-11-25,1051.4969827666666,1083.8449034999999,664.666199,1062.7915548363635,1036.345703,1040.891113,1069.4620360000001,1054.527222,1055.1448638694064,1068.0305525036858,1150.9387336389066,1016.7510733610932,1040.891113,1090.240897
2010-11-26,1052.8605956333333,1082.9358275499999,644.348999,1050.7256501454544,995.437378,1009.073486,1065.566005,1036.345703,1051.7321560767891,1058.9602345800258,1153.652958034661,1012.2186970653387,1009.073486,1086.9942015714284
2010-11-29,1053.9211832,1080.6631408,632.739075,1037.6680241454544,981.801208,990.891968,1055.825910142857,1013.618835,1047.2254594170054,1048.4881935676985,1160.0720954295232,1001.2541861704768,990.891968,1080.5008107857143
2010-11-30,1055.1332824,1073.3905425500002,609.519348,1019.817098709091,954.528992,954.528992,1040.2417688571427,986.346619,1040.3590317644553,1034.0329317880344,1170.1064005242752,976.6746845757252,954.528992,1073.0334035714286
